"Source","Station","Latitude","Longitude","Date","Datetime","DissAmmonia","DissAmmonia_Sign","DissNitrateNitrite","DissNitrateNitrite_Sign","DissOrthophos","DissOrthophos_Sign","Chlorophyll","Chlorophyll_Sign","Month","Year","Nitrate","Phosphorus","Chl","Ammonium"
"DWR_EMP","C3A",38.36771,-121.5205,2017-08-10,2017-08-10 07:00:00,0.34,"=",0.06,"=",0.06,"=",3.25,"=",8,2017,0.06,0.06,3.25,0.34
"DWR_EMP","C3A",38.36771,-121.5205,2017-09-12,2017-09-12 10:15:00,0.22,"=",0.09,"=",0.06,"=",2.9,"=",9,2017,0.09,0.06,2.9,0.22
"DWR_EMP","C3A",38.36771,-121.5205,2017-10-10,2017-10-10 09:45:00,0.46,"=",0.09,"=",0.06,"=",1.5,"=",10,2017,0.09,0.06,1.5,0.46
"DWR_EMP","C3A",38.36771,-121.5205,2017-11-07,2017-11-07 08:45:00,0.58,"=",0.13,"=",0.08,"=",1.44,"=",11,2017,0.13,0.08,1.44,0.58
"DWR_EMP","C3A",38.36771,-121.5205,2018-02-09,2018-02-09 13:30:00,0.46,"=",0.18,"=",0.07,"=",2.59,"=",2,2018,0.18,0.07,2.59,0.46
"DWR_EMP","C3A",38.36771,-121.5205,2018-03-05,2018-03-05 08:30:00,0.46,"=",0.23,"=",0.06,"=",3.59,"=",3,2018,0.23,0.06,3.59,0.46
"DWR_EMP","C3A",38.36771,-121.5205,2018-04-06,2018-04-06 09:30:00,0.13,"=",0.08,"=",0.03,"=",4.67,"=",4,2018,0.08,0.03,4.67,0.13
"DWR_EMP","C3A",38.36771,-121.5205,2018-05-04,2018-05-04 08:15:00,0.67,"=",0.05,"=",0.08,"=",5.59,"=",5,2018,0.05,0.08,5.59,0.67
"DWR_EMP","C3A",38.36771,-121.5205,2018-06-05,2018-06-05 10:00:00,0.24,"=",0.08,"=",0.05,"=",2.87,"=",6,2018,0.08,0.05,2.87,0.24
"DWR_EMP","C3A",38.36771,-121.5205,2018-07-17,2018-07-17 09:00:00,0.4,"=",0.05,"=",0.07,"=",1.57,"=",7,2018,0.05,0.07,1.57,0.4
"DWR_EMP","C3A",38.36771,-121.5205,2018-08-02,2018-08-02 09:00:00,0.57,"=",0.08,"=",0.1,"=",1.19,"=",8,2018,0.08,0.1,1.19,0.57
"DWR_EMP","C3A",38.36771,-121.5205,2018-09-07,2018-09-07 15:15:00,0.33,"=",0.07,"=",0.063,"=",1.16,"=",9,2018,0.07,0.063,1.16,0.33
"DWR_EMP","C3A",38.36771,-121.5205,2018-10-12,2018-10-12 09:30:00,0.53,"=",0.2,"=",0.099,"=",NA,"=",10,2018,0.2,0.099,NA,0.53
"DWR_EMP","C3A",38.36771,-121.5205,2018-11-09,2018-11-09 08:00:00,1.22,"=",0.156,"=",0.141,"=",0.71,"=",11,2018,0.156,0.141,0.71,1.22
"DWR_EMP","C3A",38.36771,-121.5205,2019-02-07,2019-02-07 07:15:00,0.14,"=",0.3,"=",0.062,"=",1.88,"=",2,2019,0.3,0.062,1.88,0.14
"DWR_EMP","C3A",38.36771,-121.5205,2019-03-11,2019-03-11 07:45:00,0.09,"=",0.18,"=",0.05,"<",1.73,"=",3,2019,0.18,0,1.73,0.09
"DWR_EMP","C3A",38.36771,-121.5205,2019-04-09,2019-04-09 08:00:00,0.09,"=",0.105,"=",0.05,"<",3.39,"=",4,2019,0.105,0,3.39,0.09
"DWR_EMP","C3A",38.36771,-121.5205,2019-05-08,2019-05-08 07:30:00,0.17,"=",0.094,"=",0.05,"<",1.12,"=",5,2019,0.094,0,1.12,0.17
"DWR_EMP","C3A",38.36771,-121.5205,2019-06-06,2019-06-06 07:00:00,0.104,"=",0.09,"=",0.05,"<",1.02,"=",6,2019,0.09,0,1.02,0.104
"DWR_EMP","C3A",38.36771,-121.5205,2019-07-08,2019-07-08 10:00:00,0.253,"=",0.089,"=",0.05,"<",1.17,"=",7,2019,0.089,0,1.17,0.253
"DWR_EMP","C3A",38.36771,-121.5205,2019-08-02,2019-08-02 06:00:00,0.337,"=",0.091,"=",0.061,"=",1.53,"=",8,2019,0.091,0.061,1.53,0.337
"DWR_EMP","C3A",38.36771,-121.5205,2019-09-03,2019-09-03 09:00:00,0.205,"=",0.083,"=",0.05,"<",1.55,"=",9,2019,0.083,0,1.55,0.205
"DWR_EMP","C3A",38.36771,-121.5205,2019-10-01,2019-10-01 09:00:00,0.34,"=",0.1,"=",NA,"= (unreliable)",1.01,"=",10,2019,0.1,NA,1.01,0.34
"DWR_EMP","C3A",38.36771,-121.5205,2019-11-01,2019-11-01 08:45:00,0.75,"=",0.12,"=",0.099,"=",NA,"=",11,2019,0.12,0.099,NA,0.75
"DWR_EMP","C3A",38.36771,-121.5205,2020-02-12,2020-02-12 08:15:00,0.32,"=",0.23,"=",0.066,"=",1.56,"=",2,2020,0.23,0.066,1.56,0.32
"DWR_EMP","C3A",38.36771,-121.5205,2020-03-02,2020-03-02 10:45:00,0.7,"=",0.14,"=",0.068,"=",1.74,"=",3,2020,0.14,0.068,1.74,0.7
"DWR_EMP","C3A",38.36771,-121.5205,2020-06-12,2020-06-12 09:00:00,0.7,"=",0.1,"=",0.089,"=",0.95,"=",6,2020,0.1,0.089,0.95,0.7
"DWR_EMP","C3A",38.36771,-121.5205,2020-07-08,2020-07-08 06:45:00,0.48,"=",0.07,"=",0.058,"=",1.07,"=",7,2020,0.07,0.058,1.07,0.48
"DWR_EMP","C3A",38.36771,-121.5205,2020-08-06,2020-08-06 06:30:00,0.61,"=",0.07,"=",0.056,"=",1.41,"=",8,2020,0.07,0.056,1.41,0.61
"DWR_EMP","C3A",38.36771,-121.5205,2020-09-23,2020-09-23 10:30:00,0.4,"=",0.08,"=",0.081,"=",0.81,"=",9,2020,0.08,0.081,0.81,0.4
"DWR_EMP","C3A",38.36771,-121.5205,2020-10-06,2020-10-06 08:45:00,0.46,"=",0.13,"=",0.103,"=",0.7,"=",10,2020,0.13,0.103,0.7,0.46
"DWR_EMP","C3A",38.36771,-121.5205,2020-11-04,2020-11-04 09:15:00,0.28,"=",0.111,"=",0.085,"=",0.53,"=",11,2020,0.111,0.085,0.53,0.28
"DWR_EMP","C9",37.83095,-121.554,2016-10-21,2016-10-21 10:00:00,0.03,"=",0.25,"=",0.08,"=",3.19,"=",10,2016,0.25,0.08,3.19,0.03
"DWR_EMP","C9",37.83095,-121.554,2016-11-04,2016-11-04 11:00:00,0.04,"=",0.36,"=",0.08,"=",6.06,"=",11,2016,0.36,0.08,6.06,0.04
"DWR_EMP","C9",37.83095,-121.554,2017-02-02,2017-02-02 11:15:00,0.11,"=",1.56,"=",0.13,"=",0.66,"=",2,2017,1.56,0.13,0.66,0.11
"DWR_EMP","C9",37.83095,-121.554,2017-03-14,2017-03-14 08:45:00,0.03,"=",0.24,"=",0.08,"=",5.1,"=",3,2017,0.24,0.08,5.1,0.03
"DWR_EMP","C9",37.83095,-121.554,2017-04-04,2017-04-04 11:50:00,0.03,"=",0.3,"=",0.08,"=",5.59,"=",4,2017,0.3,0.08,5.59,0.03
"DWR_EMP","C9",37.83095,-121.554,2017-05-15,2017-05-15 07:55:00,0.02,"=",0.16,"=",0.06,"=",5.04,"=",5,2017,0.16,0.06,5.04,0.02
"DWR_EMP","C9",37.83095,-121.554,2017-06-12,2017-06-12 07:15:00,0.06,"=",0.28,"=",0.09,"=",1.36,"=",6,2017,0.28,0.09,1.36,0.06
"DWR_EMP","C9",37.83095,-121.554,2017-07-12,2017-07-12 08:15:00,0.05,"=",0.14,"=",0.09,"=",3.63,"=",7,2017,0.14,0.09,3.63,0.05
"DWR_EMP","C9",37.83095,-121.554,2017-08-11,2017-08-11 08:50:00,0.03,"=",0.19,"=",0.09,"=",2.61,"=",8,2017,0.19,0.09,2.61,0.03
"DWR_EMP","C9",37.83095,-121.554,2017-09-11,2017-09-11 10:18:00,0.04,"=",0.22,"=",0.09,"=",2.36,"=",9,2017,0.22,0.09,2.36,0.04
"DWR_EMP","C9",37.83095,-121.554,2017-10-11,2017-10-11 11:00:00,0.02,"=",0.2,"=",0.07,"=",3.28,"=",10,2017,0.2,0.07,3.28,0.02
"DWR_EMP","C9",37.83095,-121.554,2017-11-08,2017-11-08 10:15:00,0.05,"=",0.47,"=",0.08,"=",1.42,"=",11,2017,0.47,0.08,1.42,0.05
"DWR_EMP","C9",37.83095,-121.554,2018-02-06,2018-02-06 11:35:00,0.05,"=",0.94,"=",0.08,"=",0.87,"=",2,2018,0.94,0.08,0.87,0.05
"DWR_EMP","C9",37.83095,-121.554,2018-03-05,2018-03-05 09:00:00,0.04,"=",0.79,"=",0.06,"=",2.13,"=",3,2018,0.79,0.06,2.13,0.04
"DWR_EMP","C9",37.83095,-121.554,2018-04-05,2018-04-05 09:50:00,0.05,"=",0.62,"=",0.08,"=",2.19,"=",4,2018,0.62,0.08,2.19,0.05
"DWR_EMP","C9",37.83095,-121.554,2018-05-03,2018-05-03 08:10:00,0.04,"=",0.46,"=",0.1,"=",1.35,"=",5,2018,0.46,0.1,1.35,0.04
"DWR_EMP","C9",37.83095,-121.554,2018-06-06,2018-06-06 11:20:00,0.04,"=",0.24,"=",0.09,"=",2.28,"=",6,2018,0.24,0.09,2.28,0.04
"DWR_EMP","C9",37.83095,-121.554,2018-07-16,2018-07-16 08:55:00,0.03,"=",0.12,"=",0.08,"=",7.87,"=",7,2018,0.12,0.08,7.87,0.03
"DWR_EMP","C9",37.83095,-121.554,2018-08-01,2018-08-01 09:20:00,0.03,"=",0.11,"=",0.08,"=",3.4,"=",8,2018,0.11,0.08,3.4,0.03
"DWR_EMP","C9",37.83095,-121.554,2018-09-14,2018-09-14 10:20:00,0.03,"=",0.12,"=",0.068,"=",4.14,"=",9,2018,0.12,0.068,4.14,0.03
"DWR_EMP","C9",37.83095,-121.554,2018-10-11,2018-10-11 09:30:00,0.03,"=",0.248,"=",0.082,"=",1.02,"=",10,2018,0.248,0.082,1.02,0.03
"DWR_EMP","C9",37.83095,-121.554,2018-11-09,2018-11-09 09:45:00,0.05,"<",0.427,"=",0.075,"=",1.64,"=",11,2018,0.427,0.075,1.64,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-02-07,2019-02-07 09:15:00,0.063,"=",1.25,"=",0.1,"=",0.72,"=",2,2019,1.25,0.1,0.72,0.063
"DWR_EMP","C9",37.83095,-121.554,2019-03-11,2019-03-11 09:45:00,0.05,"<",0.438,"=",0.081,"=",1.29,"=",3,2019,0.438,0.081,1.29,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-04-09,2019-04-09 10:00:00,0.05,"<",0.28,"=",0.055,"=",1.36,"=",4,2019,0.28,0.055,1.36,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-05-08,2019-05-08 09:30:00,0.05,"<",0.308,"=",0.07,"=",1.04,"=",5,2019,0.308,0.07,1.04,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-06-06,2019-06-06 09:10:00,0.05,"<",0.248,"=",0.075,"=",1.24,"=",6,2019,0.248,0.075,1.24,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-07-08,2019-07-08 11:40:00,0.05,"<",0.131,"=",0.074,"=",1.26,"=",7,2019,0.131,0.074,1.26,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-08-02,2019-08-02 08:05:00,0.05,"<",0.146,"=",0.079,"=",3.12,"=",8,2019,0.146,0.079,3.12,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-09-03,2019-09-03 10:45:00,0.05,"<",0.118,"=",0.075,"=",3.7,"=",9,2019,0.118,0.075,3.7,0.05
"DWR_EMP","C9",37.83095,-121.554,2019-10-01,2019-10-01 11:00:00,NA,"= (unreliable)",0.16,"=",0.1,"=",2.35,"=",10,2019,0.16,0.1,2.35,NA
"DWR_EMP","C9",37.83095,-121.554,2019-11-01,2019-11-01 10:40:00,0.13,"=",0.45,"=",0.17,"=",1.95,"=",11,2019,0.45,0.17,1.95,0.13
"DWR_EMP","C9",37.83095,-121.554,2020-02-12,2020-02-12 10:10:00,NA,"= (unreliable)",0.67,"=",0.048,"=",1.93,"=",2,2020,0.67,0.048,1.93,NA
"DWR_EMP","C9",37.83095,-121.554,2020-03-02,2020-03-02 12:20:00,0.25,"=",0.57,"=",0.072,"=",0.9,"=",3,2020,0.57,0.072,0.9,0.25
"DWR_EMP","C9",37.83095,-121.554,2020-06-11,2020-06-11 09:25:00,0.05,"<",0.255,"=",0.097,"=",4.4,"=",6,2020,0.255,0.097,4.4,0.05
"DWR_EMP","C9",37.83095,-121.554,2020-07-08,2020-07-08 08:30:00,0.05,"<",0.106,"=",0.094,"=",7.42,"=",7,2020,0.106,0.094,7.42,0.05
"DWR_EMP","C9",37.83095,-121.554,2020-08-06,2020-08-06 08:15:00,0.05,"<",0.05,"<",0.05,"<",9.9,"=",8,2020,0,0,9.9,0.05
"DWR_EMP","C9",37.83095,-121.554,2020-09-23,2020-09-23 12:10:00,0.05,"<",0.12,"=",0.076,"=",5.11,"=",9,2020,0.12,0.076,5.11,0.05
"DWR_EMP","C9",37.83095,-121.554,2020-10-06,2020-10-06 10:45:00,0.05,"<",0.17,"=",0.079,"=",2.67,"=",10,2020,0.17,0.079,2.67,0.05
"DWR_EMP","C9",37.83095,-121.554,2020-11-04,2020-11-04 11:00:00,0.05,"<",0.32,"=",0.069,"=",1.35,"=",11,2020,0.32,0.069,1.35,0.05
"DWR_EMP","D12",38.02161,-121.8063,2014-02-07,2014-02-07 10:10:00,NA,"=",NA,"=",NA,"=",1.13,"=",2,2014,NA,NA,1.13,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-03-06,2014-03-06 07:45:00,NA,"=",NA,"=",NA,"=",3.84,"=",3,2014,NA,NA,3.84,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-04-07,2014-04-07 09:45:00,NA,"=",NA,"=",NA,"=",3.76,"=",4,2014,NA,NA,3.76,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-05-07,2014-05-07 09:50:00,NA,"=",NA,"=",NA,"=",3.3,"=",5,2014,NA,NA,3.3,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-06-04,2014-06-04 08:15:00,NA,"=",NA,"=",NA,"=",1.8,"=",6,2014,NA,NA,1.8,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-07-02,2014-07-02 06:20:00,NA,"=",NA,"=",NA,"=",2.67,"=",7,2014,NA,NA,2.67,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-08-14,2014-08-14 06:50:00,NA,"=",NA,"=",NA,"=",2.69,"=",8,2014,NA,NA,2.69,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-09-15,2014-09-15 09:15:00,NA,"=",NA,"=",NA,"=",3.52,"=",9,2014,NA,NA,3.52,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-10-01,2014-10-01 10:10:00,NA,"=",NA,"=",NA,"=",2.77,"=",10,2014,NA,NA,2.77,NA
"DWR_EMP","D12",38.02161,-121.8063,2014-11-12,2014-11-12 08:55:00,NA,"=",NA,"=",NA,"=",1.92,"=",11,2014,NA,NA,1.92,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-02-11,2015-02-11 08:40:00,NA,"=",NA,"=",NA,"=",1.29,"=",2,2015,NA,NA,1.29,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-03-11,2015-03-11 07:30:00,NA,"=",NA,"=",NA,"=",6.94,"=",3,2015,NA,NA,6.94,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-04-09,2015-04-09 06:40:00,NA,"=",NA,"=",NA,"=",2.03,"=",4,2015,NA,NA,2.03,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-05-12,2015-05-12 08:25:00,NA,"=",NA,"=",NA,"=",1.62,"=",5,2015,NA,NA,1.62,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-06-08,2015-06-08 07:30:00,NA,"=",NA,"=",NA,"=",1.39,"=",6,2015,NA,NA,1.39,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-07-08,2015-07-08 08:31:00,NA,"=",NA,"=",NA,"=",3.13,"=",7,2015,NA,NA,3.13,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-08-19,2015-08-19 07:10:00,NA,"=",NA,"=",NA,"=",1.82,"=",8,2015,NA,NA,1.82,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-09-17,2015-09-17 07:00:00,NA,"=",NA,"=",NA,"=",2.7,"=",9,2015,NA,NA,2.7,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-10-19,2015-10-19 10:15:00,NA,"=",NA,"=",NA,"=",1.16,"=",10,2015,NA,NA,1.16,NA
"DWR_EMP","D12",38.02161,-121.8063,2015-11-02,2015-11-02 09:22:00,NA,"=",NA,"=",NA,"=",1.17,"=",11,2015,NA,NA,1.17,NA
"DWR_EMP","D12",38.02161,-121.8063,2016-02-01,2016-02-01 09:36:00,NA,"=",NA,"=",NA,"=",0.78,"=",2,2016,NA,NA,0.78,NA
"DWR_EMP","D12",38.02161,-121.8063,2016-03-02,2016-03-02 09:20:00,NA,"=",NA,"=",NA,"=",1.9,"=",3,2016,NA,NA,1.9,NA
"DWR_EMP","D12",38.02161,-121.8063,2016-04-13,2016-04-13 07:50:00,NA,"=",NA,"=",NA,"=",3.13,"=",4,2016,NA,NA,3.13,NA
"DWR_EMP","D12",38.02161,-121.8063,2016-05-11,2016-05-11 07:15:00,NA,"=",NA,"=",NA,"=",59.25,"=",5,2016,NA,NA,59.25,NA
"DWR_EMP","D12",38.02161,-121.8063,2016-06-09,2016-06-09 06:25:00,0.05,"=",0.29,"=",0.07,"=",6.38,"=",6,2016,0.29,0.07,6.38,0.05
"DWR_EMP","D12",38.02161,-121.8063,2016-07-11,2016-07-11 09:05:00,0.06,"=",0.24,"=",0.06,"=",4.54,"=",7,2016,0.24,0.06,4.54,0.06
"DWR_EMP","D12",38.02161,-121.8063,2016-08-08,2016-08-08 08:05:00,0.05,"=",0.21,"=",0.06,"=",3.97,"=",8,2016,0.21,0.06,3.97,0.05
"DWR_EMP","D12",38.02161,-121.8063,2016-09-06,2016-09-06 08:00:00,0.08,"=",0.26,"=",0.07,"=",2.62,"=",9,2016,0.26,0.07,2.62,0.08
"DWR_EMP","D12",38.02161,-121.8063,2016-10-20,2016-10-20 07:25:00,0.07,"=",0.35,"=",0.09,"=",1.58,"=",10,2016,0.35,0.09,1.58,0.07
"DWR_EMP","D12",38.02161,-121.8063,2016-11-03,2016-11-03 06:40:00,0.1,"=",0.45,"=",0.09,"=",1.25,"=",11,2016,0.45,0.09,1.25,0.1
"DWR_EMP","D12",38.02161,-121.8063,2017-02-06,2017-02-06 11:17:00,0.07,"=",0.64,"=",0.07,"=",1.39,"=",2,2017,0.64,0.07,1.39,0.07
"DWR_EMP","D12",38.02161,-121.8063,2017-03-06,2017-03-06 09:45:00,0.07,"=",0.5,"=",0.07,"=",1.53,"=",3,2017,0.5,0.07,1.53,0.07
"DWR_EMP","D12",38.02161,-121.8063,2017-04-03,2017-04-03 09:10:00,0.09,"=",0.26,"=",0.07,"=",1.66,"=",4,2017,0.26,0.07,1.66,0.09
"DWR_EMP","D12",38.02161,-121.8063,2017-05-17,2017-05-17 07:35:00,0.07,"=",0.13,"=",0.06,"=",1.83,"=",5,2017,0.13,0.06,1.83,0.07
"DWR_EMP","D12",38.02161,-121.8063,2017-06-15,2017-06-15 06:45:00,0.06,"=",0.16,"=",0.05,"=",2.15,"=",6,2017,0.16,0.05,2.15,0.06
"DWR_EMP","D12",38.02161,-121.8063,2017-07-14,2017-07-14 07:00:00,0.04,"=",0.02,"=",0.04,"=",27.09,"=",7,2017,0.02,0.04,27.09,0.04
"DWR_EMP","D12",38.02161,-121.8063,2017-08-14,2017-08-14 09:05:00,0.06,"=",0.23,"=",0.07,"=",3.25,"=",8,2017,0.23,0.07,3.25,0.06
"DWR_EMP","D12",38.02161,-121.8063,2017-09-12,2017-09-12 09:20:00,0.06,"=",0.26,"=",0.08,"=",2.97,"=",9,2017,0.26,0.08,2.97,0.06
"DWR_EMP","D12",38.02161,-121.8063,2017-10-10,2017-10-10 08:15:00,0.07,"=",0.23,"=",0.06,"=",2.72,"=",10,2017,0.23,0.06,2.72,0.07
"DWR_EMP","D12",38.02161,-121.8063,2017-11-13,2017-11-13 10:00:00,0.07,"=",0.4,"=",0.06,"=",1.76,"=",11,2017,0.4,0.06,1.76,0.07
"DWR_EMP","D12",38.02161,-121.8063,2018-02-06,2018-02-06 08:50:00,0.12,"=",0.57,"=",0.07,"=",2.05,"=",2,2018,0.57,0.07,2.05,0.12
"DWR_EMP","D12",38.02161,-121.8063,2018-03-12,2018-03-12 12:30:00,0.15,"=",0.49,"=",0.07,"=",3.84,"=",3,2018,0.49,0.07,3.84,0.15
