"station","parameter","time","value","unit","qaqc_flag_id"
"FRK","DissolvedOxygen",2022-09-01 16:00:00,14.51,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 16:15:00,14.7,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 16:30:00,14.61,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 16:45:00,14.8,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 17:00:00,14.71,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 17:15:00,14.64,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 17:30:00,14.46,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 17:45:00,14.47,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 18:00:00,14.42,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 18:15:00,14.34,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 18:30:00,14.25,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 18:45:00,14.1,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 19:00:00,14.04,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 19:15:00,14.01,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 19:30:00,13.93,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 19:45:00,13.95,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 20:00:00,13.9,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 20:15:00,13.87,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 20:30:00,13.81,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 20:45:00,13.75,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 21:00:00,13.61,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 21:15:00,13.56,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 21:30:00,13.34,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 21:45:00,13.33,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 22:00:00,13.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 22:15:00,13.34,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 22:30:00,13.43,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 22:45:00,13.4,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 23:00:00,13.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 23:15:00,13.3,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 23:30:00,13.21,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-01 23:45:00,13.31,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 00:00:00,13.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 00:15:00,13.36,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 00:30:00,13.4,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 00:45:00,13.42,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 01:00:00,13.39,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 01:15:00,13.39,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 01:30:00,13.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 01:45:00,13.28,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 02:00:00,13.23,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 02:15:00,13.19,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 02:30:00,13.16,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 02:45:00,13.12,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 03:00:00,13.08,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 03:15:00,12.98,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 03:30:00,12.92,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 03:45:00,12.9,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 04:00:00,12.69,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 04:15:00,12.52,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 04:30:00,12.49,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 04:45:00,12.5,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 05:00:00,12.49,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 05:15:00,12.36,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 05:30:00,12.14,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 05:45:00,11.86,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 06:00:00,11.79,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 06:15:00,11.75,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 06:30:00,11.75,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 06:45:00,11.73,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 07:00:00,11.78,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 07:15:00,11.76,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 07:30:00,11.85,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 07:45:00,11.95,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 08:00:00,12.02,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 08:15:00,11.91,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 08:30:00,12,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 08:45:00,12.07,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 09:00:00,12.11,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 09:15:00,12.27,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 09:30:00,12.36,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 09:45:00,12.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 10:00:00,12.92,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 10:15:00,13.05,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 10:30:00,13.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 10:45:00,13.25,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 11:00:00,12.85,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 11:15:00,12.85,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 11:30:00,12.82,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 11:45:00,12.97,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 12:00:00,13.11,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 12:15:00,13.09,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 12:30:00,13.17,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 12:45:00,13.17,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 13:00:00,13.47,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 13:15:00,13.5,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 13:30:00,13.63,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 13:45:00,13.85,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 14:00:00,13.98,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 14:15:00,14.33,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 14:30:00,15.29,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 14:45:00,15.61,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 15:00:00,14.94,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 15:15:00,14.27,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 15:30:00,14.37,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 15:45:00,14.42,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 16:00:00,14.29,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 16:15:00,14.16,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 16:30:00,14.17,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 16:45:00,14.18,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 17:00:00,13.99,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 17:15:00,13.88,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 17:30:00,13.82,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 17:45:00,13.88,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 18:00:00,13.87,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 18:15:00,13.87,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 18:30:00,13.81,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 18:45:00,13.65,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 19:00:00,13.54,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 19:15:00,13.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 19:30:00,13.25,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 19:45:00,13.14,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 20:00:00,13.04,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 20:15:00,12.92,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 20:30:00,12.88,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 20:45:00,12.79,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 21:00:00,12.71,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 21:15:00,12.69,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 21:30:00,12.63,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 21:45:00,12.55,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 22:00:00,12.54,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 22:15:00,12.46,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 22:30:00,12.59,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 22:45:00,12.65,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 23:00:00,12.63,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 23:15:00,12.62,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 23:30:00,12.56,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-02 23:45:00,12.52,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 00:00:00,12.52,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 00:15:00,12.48,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 00:30:00,12.38,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 00:45:00,12.26,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 01:00:00,12.08,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 01:15:00,11.94,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 01:30:00,11.7,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 01:45:00,11.48,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 02:00:00,11.28,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 02:15:00,11.13,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 02:30:00,11.07,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 02:45:00,10.89,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 03:00:00,10.74,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 03:15:00,10.63,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 03:30:00,10.5,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 03:45:00,10.37,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 04:00:00,10.22,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 04:15:00,10.08,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 04:30:00,9.94,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 04:45:00,9.85,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 05:00:00,9.72,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 05:15:00,9.6,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 05:30:00,9.42,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 05:45:00,9.34,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 06:00:00,9.29,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 06:15:00,9.28,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 06:30:00,9.3,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 06:45:00,9.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 07:00:00,9.21,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 07:15:00,9.12,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 07:30:00,9.18,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 07:45:00,9.28,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 08:00:00,9.42,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 08:15:00,9.59,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 08:30:00,9.75,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 08:45:00,9.9,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 09:00:00,10.06,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 09:15:00,10.26,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 09:30:00,10.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 09:45:00,10.5,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 10:00:00,10.62,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 10:15:00,10.79,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 10:30:00,10.92,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 10:45:00,10.98,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 11:00:00,11.3,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 11:15:00,11.4,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 11:30:00,11.57,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 11:45:00,11.7,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 12:00:00,11.99,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 12:15:00,12.06,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 12:30:00,12.28,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 12:45:00,12.92,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 13:00:00,13.45,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 13:15:00,13.87,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 13:30:00,14.17,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 13:45:00,14.44,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 14:00:00,14.51,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 14:15:00,14.56,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 14:30:00,14.8,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 14:45:00,14.88,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 15:00:00,14.86,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 15:15:00,14.85,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 15:30:00,15.13,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 15:45:00,15.1,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 16:00:00,15.08,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 16:15:00,15.5,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 16:30:00,16.49,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 16:45:00,16.51,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 17:00:00,15.4,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 17:15:00,14.23,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 17:30:00,13.86,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 17:45:00,13.74,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 18:00:00,13.65,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 18:15:00,13.59,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 18:30:00,13.53,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 18:45:00,13.4,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 19:00:00,13.28,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 19:15:00,13.19,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 19:30:00,13.01,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 19:45:00,12.9,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 20:00:00,12.8,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 20:15:00,12.74,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 20:30:00,12.65,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 20:45:00,12.58,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 21:00:00,12.49,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 21:15:00,12.42,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 21:30:00,12.34,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 21:45:00,12.31,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 22:00:00,12.27,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 22:15:00,12.15,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 22:30:00,12.13,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 22:45:00,12.09,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 23:00:00,12.08,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 23:15:00,12.05,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 23:30:00,12.21,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-03 23:45:00,12.26,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 00:00:00,12.32,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 00:15:00,12.42,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 00:30:00,12.49,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 00:45:00,12.6,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 01:00:00,12.64,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 01:15:00,12.69,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 01:30:00,12.71,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 01:45:00,12.66,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 02:00:00,12.63,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 02:15:00,12.6,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 02:30:00,12.56,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 02:45:00,12.48,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 03:00:00,12.4,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 03:15:00,12.32,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 03:30:00,12.2,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 03:45:00,12.07,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 04:00:00,11.97,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 04:15:00,11.9,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 04:30:00,11.84,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 04:45:00,11.78,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 05:00:00,11.71,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 05:15:00,11.62,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 05:30:00,11.54,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 05:45:00,11.4,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 06:00:00,11.28,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 06:15:00,11.22,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 06:30:00,11.12,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 06:45:00,11.11,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 07:00:00,11.05,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 07:15:00,11.07,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 07:30:00,11.25,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 07:45:00,11.55,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 08:00:00,11.56,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 08:15:00,11.77,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 08:30:00,11.78,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 08:45:00,11.97,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 09:00:00,12.04,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 09:15:00,12.24,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 09:30:00,12.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 09:45:00,12.44,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 10:00:00,12.45,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 10:15:00,12.73,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 10:30:00,12.72,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 10:45:00,12.8,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 11:00:00,12.87,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 11:15:00,12.81,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 11:30:00,12.83,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 11:45:00,12.91,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 12:00:00,13.36,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 12:15:00,13.35,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 12:30:00,13.5,"mg/L","G"
"FRK","DissolvedOxygen",2022-09-04 12:45:00,13.57,"mg/L","G"
