BGC_ID,Field ID,NWIS site number,lattitude (decimal degrees),longitude (decimal degrees),Sample start date,Sample start time (PST),field MC rating
BGC007501,RL EAST BOTTOM,3.74953E+14,37.83126667,-122.5279333,8/3/2022,11:15,1
BGC007502,P3S1,3.8014E+14,38.0278,-121.6042889,8/3/2022,9:50,1
BGC007503,P3S2,3.80142E+14,38.02828056,-121.6063889,8/3/2022,10:30,1
BGC007509,SIS,3.80711E+14,38.1198,-121.5428972,8/4/2022,8:45,1
BGC007510,RL WEST TOP,3.74949E+14,37.8303,-122.53355,8/3/2022,9:56,1
BGC007511,RL WEST BOTTOM,3.74949E+14,37.8303,-122.53355,8/3/2022,10:11,1
BGC007512,RL EAST TOP,3.74953E+14,37.83126667,-122.5279333,8/3/2022,11:01,1
BGC007513,RL EAST BOTTOM,3.74953E+14,37.83126667,-122.5279333,8/3/2022,11:16,1
BGC007520,GOX,3.80904E+14,38.1511111,-121.5933333,8/9/2022,9:45,1
BGC007524,NMR,3.80837E+14,38.14366944,-121.5595389,8/9/2022,10:15,1
BGC007529,FT24,3.80152E+14,38.0311111,-121.6052778,8/9/2022,11:55,1
BGC007544,LIB,11455315,38.2430111,-121.684286,7/28/2022,8:05,1
BGC007545,LIB,11455315,38.2430111,-121.684286,8/9/2022,9:30,1
BGC007546,CCH41,11455385,38.19395556,-121.6580028,8/9/2022,11:45,1
BGC007556,SFEI27,3.73706E+14,37.6182671,-122.2927466,8/10/2022,7:30,1
BGC007557,SFEI27,3.73706E+14,37.6182671,-122.2927466,8/10/2022,7:31,1
BGC007559,SFEI18,3.80148E+14,38.0299211,-122.1527439,8/10/2022,9:27,1
BGC007561,SFEI06,3.80354E+14,38.06491948,-122.0360745,8/10/2022,12:17,1
BGC007564,SHL,3.73751E+14,37.63078889,-122.2432,8/10/2022,10:45,1
BGC007566,SM,11162765,37.58437876,-122.2508005,8/10/2022,12:15,1
BGC007567,RL EAST BOTTOM,3.74953E+14,37.83126667,-122.5279333,8/11/2022,10:00,1
BGC007568,RL WEST BOTTOM,3.74949E+14,37.8303,-122.53355,8/11/2022,10:40,1
BGC007574,TOL,11455485,38.0778083,-121.767286,7/27/2022,13:20,1
BGC007577,JPT,11337190,38.0521424,-121.6888428,7/27/2022,11:50,1
BGC007583,RL EAST BOTTOM,3.74953E+14,37.83126667,-122.5279333,8/11/2022,10:01,1
BGC007584,RL WEST BOTTOM,3.74949E+14,37.8303,-122.53355,8/11/2022,10:41,1
BGC007775,LIB,11455315,38.2430111,-121.684286,8/9/2022,9:20,1
BGC007777,TWI,3.80548E+14,38.09661389,-121.6512444,8/23/2022,9:45,1
BGC007778,LIB,11455315,38.2430111,-121.684286,8/23/2022,11:00,1
BGC007779,SIE,3.80924E+14,38.15665,-121.5051889,8/23/2022,12:45,1
BGC007780,SIS,3.80711E+14,38.1198,-121.5428972,8/23/2022,14:15,1
BGC007789,GRZ,3.80631E+14,38.10853056,-122.0559806,8/25/2022,8:30,1
BGC007790,GRZ,3.80631E+14,38.10853056,-122.0559806,8/25/2022,8:31,1
BGC007797,MAL,3.81142E+14,38.19489444,-122.0328139,8/25/2022,11:00,1
BGC007798,MAL,3.81142E+14,38.19489444,-122.0328139,8/25/2022,11:01,1
BGC007853,SB6,3.73015E+14,37.5041043,-122.1205192,8/25/2022,7:29,1
BGC007854,HRS,3.73739E+14,37.627625,-122.1585639,8/25/2022,10:36,1
BGC007970,MDM,11312676,37.9427017,-121.5341175,8/23/2022,8:35,1
BGC007971,MDM,11312676,37.9427017,-121.5341175,8/23/2022,8:36,1
BGC007999,HAY,3.73642E+14,37.61173889,-122.2012,9/7/2022,8:30,1
BGC008001,SHL,3.73751E+14,37.63078889,-122.2432,9/7/2022,10:30,1
BGC008003,SM,11162765,37.58437876,-122.2508005,9/7/2022,11:30,1
BGC008005,SLM,3.74027E+14,37.6742,-122.2178,9/7/2022,13:30,1
BGC008006,SLM,3.74027E+14,37.6742,-122.2178,9/7/2022,13:31,1
BGC008007,RL WEIR,3.74955E+14,37.83200556,-122.5259389,9/8/2022,6:45,1
BGC008010,RL WEST BOTTOM,3.74949E+14,37.8303,-122.53355,9/8/2022,10:05,1
BGC008072,LIB,11455315,38.2430111,-121.684286,8/23/2022,9:35,1
BGC008073,LIB,11455315,38.2430111,-121.684286,9/9/2022,7:30,1
BGC008088,FPT,11447650,38.45601954,-121.5013437,9/13/2022,9:15,1
BGC008109,DWS62,11455142,38.34166667,-121.6438889,9/15/2022,9:15,1
BGC008110,DWS72,11455095,38.47686944,-121.5836417,9/15/2022,11:00,1
BGC008111,DWS72,11455095,38.47686944,-121.5836417,9/15/2022,11:01,1
BGC008159,SIS,3.80711E+14,38.1198,-121.5428972,9/19/2022,9:45,1
BGC008160,SIS,3.80711E+14,38.1198,-121.5428972,9/19/2022,9:46,1
BGC008161,SIE,3.80924E+14,38.15665,-121.5051889,9/19/2022,13:00,1
BGC008162,SIE,3.80924E+14,38.15665,-121.5051889,9/19/2022,13:01,1
BGC008164,TWI,3.80548E+14,38.09661389,-121.6512444,9/20/2022,8:30,1
BGC008165,TWI,3.80548E+14,38.09661389,-121.6512444,9/20/2022,8:31,1
BGC008166,LIB,11455315,38.2430111,-121.684286,9/20/2022,8:45,1
BGC008167,TOE,11455140,38.34916667,-121.6447222,9/20/2022,10:30,1
BGC008168,TOE,11455140,38.34916667,-121.6447222,9/20/2022,10:31,1
BGC006581,TRN,11311300,37.9925,-121.4538889,5/17/2022,9:46,1.5
BGC006894,FT01,3.80333E+14,38.05916667,-121.5869444,6/7/2022,9:40,1.5
BGC006895,FT02,3.80315E+14,38.05416667,-121.5980556,6/7/2022,9:55,1.5
BGC006896,FT03,3.80305E+14,38.05138889,-121.6077778,6/7/2022,10:05,1.5
BGC006897,FT04,3.8025E+14,38.0472222,-121.6172222,6/7/2022,10:12,1.5
BGC006898,FT05,3.80239E+14,38.04416667,-121.6288889,6/7/2022,10:22,1.5
BGC006901,FT13,3.80238E+14,38.04388889,-121.6016667,6/7/2022,10:54,1.5
BGC006902,FT12,3.80247E+14,38.04638889,-121.5930556,6/7/2022,11:05,1.5
BGC006903,FT11,3.8025E+14,38.0472222,-121.5869444,6/7/2022,11:12,1.5
BGC006904,FT21,3.80215E+14,38.0375,-121.5891667,6/7/2022,11:19,1.5
BGC006906,FT25,3.80144E+14,38.02888889,-121.6102778,6/7/2022,11:34,1.5
BGC006907,FTMI11,3.75944E+14,37.99555556,-121.5177778,6/7/2022,12:23,1.5
BGC006912,FTMI23,3.75858E+14,37.98277778,-121.5258333,6/7/2022,13:04,1.5
BGC006913,FTMI23,3.75858E+14,37.98277778,-121.5258333,6/7/2022,13:05,1.5
BGC006914,FTMI22,3.75924E+14,37.99,-121.5238889,6/7/2022,13:14,1.5
BGC006915,FTMI21,3.7595E+14,37.9972222,-121.5213889,6/7/2022,13:23,1.5
BGC006952,LPS,11336790,38.09638889,-121.496111,6/16/2022,11:45,1.5
BGC006960,FT05,3.80239E+14,38.04416667,-121.6288889,6/21/2022,11:20,1.5
BGC006961,FT04,3.8025E+14,38.0472222,-121.6172222,6/21/2022,11:30,1.5
BGC006969,FT15,3.80216E+14,38.03777778,-121.6175,6/21/2022,12:30,1.5
BGC006971,FT25,3.80144E+14,38.02888889,-121.6102778,6/21/2022,12:38,1.5
BGC006972,FT24,3.80152E+14,38.0311111,-121.6052778,6/21/2022,12:46,1.5
BGC007234,SMS,3.80831E+14,38.1419611,-121.5036889,7/19/2022,10:15,1.5
BGC007454,TOL,11455485,38.0778083,-121.767286,7/27/2022,13:15,1.5
BGC007459,FTMI25,3.75916E+14,37.98777778,-121.5258333,7/27/2022,14:25,1.5
BGC007485,MIE,3.75817E+14,37.971450,-121.5128800,7/27/2022,14:49,1.5
BGC007504,P3S3,3.80136E+14,38.0267,-121.6055306,8/3/2022,11:22,1.5
BGC007506,P4S2,3.80322E+14,38.05623056,-121.589111,8/3/2022,13:16,1.5
BGC007507,P4S2,3.80322E+14,38.05623056,-121.589111,8/3/2022,13:17,1.5
BGC007508,P5S1,3.80317E+14,38.0548333,-121.5993833,8/3/2022,14:14,1.5
BGC007528,FT25,3.80144E+14,38.02888889,-121.6102778,8/9/2022,11:45,1.5
BGC007536,FT05,3.80239E+14,38.04416667,-121.6288889,8/9/2022,13:24,1.5
BGC007572,JPT,11337190,38.0521424,-121.6888428,8/11/2022,10:45,1.5
BGC007774,MDM,11312676,37.9427017,-121.5341175,8/8/2022,9:41,1.5
BGC007776,MDM,11312676,37.9427017,-121.5341175,8/23/2022,8:30,1.5
BGC007781,TOE,11455140,38.34916667,-121.6447222,8/23/2022,15:00,1.5
BGC007782,JPT,11337190,38.0521424,-121.6888428,8/11/2022,9:03,1.5
BGC007783,TOL,11455485,38.0778083,-121.767286,8/11/2022,13:50,1.5
BGC007784,JPT,11337190,38.0521424,-121.6888428,8/24/2022,9:00,1.5
BGC007785,TOL,11455485,38.0778083,-121.767286,8/24/2022,13:45,1.5
BGC008089,WGA,11447890,38.25769218,-121.5182865,9/13/2022,11:15,1.5
BGC008113,CCH41,11455385,38.19395556,-121.6580028,9/15/2022,16:45,1.5
BGC006580,SJRBC,3.75831E+14,37.97527778,-121.3769444,5/17/2022,10:07,2
BGC006859,MDM,11312676,37.9427017,-121.5341175,6/2/2022,9:30,2
BGC006860,MDM,11312676,37.9427017,-121.5341175,5/24/2022,8:10,2
BGC006861,MDM,11312676,37.9427017,-121.5341175,5/24/2022,8:11,2
BGC006908,FTMI12,3.75919E+14,37.9886111,-121.5191667,6/7/2022,12:31,2
BGC006909,FTMI13,3.75918E+14,37.9883333,-121.5191667,6/7/2022,12:40,2
BGC006910,FTMI14,3.75827E+14,37.97416667,-121.5205556,6/7/2022,12:47,2
BGC006911,FTMI24,3.75826E+14,37.97388889,-121.5283333,6/7/2022,12:55,2
BGC006949,MDM,11312676,37.9427017,-121.5341175,6/2/2022,9:25,2
BGC006950,MDM,11312676,37.9427017,-121.5341175,6/2/2022,9:26,2
BGC006951,MDM,11312676,37.9427017,-121.5341175,6/16/2022,9:30,2
BGC006963,FT01,3.80333E+14,38.05916667,-121.5869444,6/21/2022,11:50,2
BGC006965,FT11,3.8025E+14,38.0472222,-121.5869444,6/21/2022,12:02,2
BGC006966,FT11,3.8025E+14,38.0472222,-121.5869444,6/21/2022,12:03,2
BGC006967,FT12,3.80247E+14,38.04638889,-121.5930556,6/21/2022,12:11,2
BGC006973,FT22,3.80214E+14,38.0372222,-121.5941667,6/21/2022,12:56,2
BGC006974,FT21,3.80215E+14,38.0375,-121.5891667,6/21/2022,13:04,2
BGC006986,MDM,11312676,37.9427017,-121.5341175,6/29/2022,10:00,2
BGC006989,MDM,11312676,37.9427017,-121.5341175,6/16/2022,8:54,2
BGC006990,MDM,11312676,37.9427017,-121.5341175,6/16/2022,8:55,2
BGC007172,JPT,11337190,38.0521424,-121.6888428,7/12/2022,9:00,2
BGC007179,JPT,11337190,38.0521424,-121.6888428,6/29/2022,8:35,2
BGC007212,P2S2,3.80249E+14,38.04703056,-121.5992,7/14/2022,13:30,2
BGC007216,LIB,11455315,38.2430111,-121.684286,7/18/2022,8:38,2
BGC007235,SYC,3.80831E+14,38.142,-121.47,7/19/2022,10:37,2
BGC007244,ORF,3.803E+14,38.05,-121.58,7/19/2022,15:50,2
BGC007246,CFL,11455508,38.04953056,-121.88755,7/20/2022,7:48,2
BGC007251,TRN,11311300,37.9925,-121.4538889,7/20/2022,11:35,2
BGC007255,14MILE,3.80232E+14,38.04221944,-121.405,7/20/2022,14:10,2
BGC007440,MDM,11312676,37.9427017,-121.5341175,7/27/2022,10:30,2
BGC007456,FTMI15,3.7591E+14,37.9861111,-121.52,7/27/2022,14:00,2
BGC007457,FTMI14,3.75827E+14,37.97416667,-121.5205556,7/27/2022,14:08,2
BGC007458,FTMI24,3.75826E+14,37.97388889,-121.5283333,7/27/2022,14:16,2
BGC007486,TRN,11311300,37.9925,-121.4538889,7/27/2022,15:09,2
BGC007505,P4S1,3.80319E+14,38.05531944,-121.5894889,8/3/2022,12:22,2
BGC007514,MDM,11312676,37.9427017,-121.5341175,8/8/2022,11:15,2
BGC007515,LPS,11336790,38.09638889,-121.496111,8/8/2022,14:00,2
BGC007516,MDM,11312676,37.9427017,-121.5341175,7/27/2022,10:45,2
BGC007518,TRN,11311300,37.9925,-121.4538889,8/9/2022,8:52,2
BGC007519,FTMI24,3.75826E+14,37.97388889,-121.5283333,8/9/2022,9:40,2
BGC007521,FTMI25,3.75916E+14,37.98777778,-121.5258333,8/9/2022,9:50,2
BGC007522,FTMI21,3.7595E+14,37.9972222,-121.5213889,8/9/2022,10:00,2
BGC007525,FTMI15,3.7591E+14,37.9861111,-121.52,8/9/2022,10:20,2
BGC007530,FT22,3.80214E+14,38.0372222,-121.5941667,8/9/2022,12:05,2
BGC007531,FT21,3.80215E+14,38.0375,-121.5891667,8/9/2022,12:11,2
BGC007532,FT11,3.8025E+14,38.0472222,-121.5869444,8/9/2022,12:20,2
BGC007533,FT12,3.80247E+14,38.04638889,-121.5930556,8/9/2022,12:28,2
BGC007538,FT02,3.80315E+14,38.05416667,-121.5980556,8/9/2022,13:43,2
BGC007539,FT02,3.80315E+14,38.05416667,-121.5980556,8/9/2022,13:44,2
BGC007573,CFL,11455508,38.04953056,-121.88755,8/11/2022,13:15,2
BGC007575,TOL,11455485,38.0778083,-121.767286,8/11/2022,14:00,2
BGC007580,SJT,3.80433E+14,38.0757,-121.5708889,8/9/2022,14:07,2
BGC007581,FMC,3.80514E+14,38.087330,-121.6439700,8/9/2022,14:30,2
BGC007965,MDM,11312676,37.9427017,-121.5341175,9/6/2022,10:00,2
BGC007966,LPS,11336790,38.09638889,-121.496111,9/6/2022,11:45,2
BGC007967,LPS,11336790,38.09638889,-121.496111,9/6/2022,11:46,2
BGC007992,CFL,11455508,38.04953056,-121.88755,9/7/2022,9:45,2
BGC007993,JPT,11337190,38.0521424,-121.6888428,9/7/2022,13:30,2
BGC007994,TOL,11455485,38.0778083,-121.767286,9/7/2022,10:45,2
BGC008068,TOL,11455485,38.0778083,-121.767286,8/24/2022,12:25,2
BGC008112,MDM,11312676,37.9427017,-121.5341175,9/15/2022,13:45,2
BGC006956,FTMI11,3.75944E+14,37.99555556,-121.5177778,6/21/2022,10:05,2.5
BGC006976,FTMI25,3.75916E+14,37.98777778,-121.5258333,6/21/2022,9:50,2.5
BGC007215,CCH41,11455385,38.19395556,-121.6580028,7/18/2022,8:10,2.5
BGC007253,SJRST,3.75649E+14,37.94686848,-121.3402249,7/20/2022,12:50,2.5
BGC007254,SJRST,3.75649E+14,37.94686848,-121.3402249,7/20/2022,12:51,2.5
BGC007263,TOL,11455485,38.0778083,-121.767286,7/20/2022,7:25,2.5
BGC007446,JPT,11337190,38.0521424,-121.6888428,7/27/2022,11:45,2.5
BGC007455,FTMI11,3.75944E+14,37.99555556,-121.5177778,7/27/2022,13:50,2.5
BGC007481,SJANT,3.80124E+14,38.023230,-121.8192700,7/27/2022,12:30,2.5
BGC007526,FTMI14,3.75827E+14,37.97416667,-121.5205556,8/9/2022,10:30,2.5
BGC007537,FT04,3.8025E+14,38.0472222,-121.6172222,8/9/2022,13:34,2.5
BGC008069,JPT,11337190,38.0521424,-121.6888428,8/24/2022,8:25,2.5
BGC006955,FTMI24,3.75826E+14,37.97388889,-121.5283333,6/21/2022,9:41,3
BGC006957,FTMI15,3.7591E+14,37.9861111,-121.52,6/21/2022,10:14,3
BGC006958,FTMI14,3.75827E+14,37.97416667,-121.5205556,6/21/2022,10:22,3
BGC007211,P2S1,3.80247E+14,38.0463,-121.59815,7/14/2022,12:50,3
BGC007241,ORCC,11313250,37.82437145,-121.5524492,7/19/2022,14:00,3
BGC007242,ORI,11313325,37.914369,-121.5655064,7/19/2022,14:40,3
BGC007243,OLD,11313405,37.96992306,-121.572174,7/19/2022,15:25,3
BGC007248,JPT,11337190,38.0521424,-121.6888428,7/20/2022,10:03,3
BGC007252,SJRBC,3.75831E+14,37.97527778,-121.3769444,7/20/2022,11:50,3
BGC007421,SJRSDWS,3.75706E+14,37.95173889,-121.3361694,7/20/2022,12:38,3
BGC007441,FT01,3.80333E+14,38.05916667,-121.5869444,7/27/2022,10:35,3
BGC007442,FT02,3.80315E+14,38.05416667,-121.5980556,7/27/2022,10:48,3
BGC007444,FT05,3.80239E+14,38.04416667,-121.6288889,7/27/2022,11:07,3
BGC007447,FT14,3.80227E+14,38.0408333,-121.6119444,7/27/2022,11:47,3
BGC007523,FTMI11,3.75944E+14,37.99555556,-121.5177778,8/9/2022,10:10,3
BGC007534,FT14,3.80227E+14,38.0408333,-121.6119444,8/9/2022,12:44,3
BGC007579,SJRANT,3.80118E+14,38.0216111,-121.8063056,8/9/2022,11:30,3
BGC007208,P1S1,3.80159E+14,38.0331611,-121.601761,7/14/2022,9:50,3.5
BGC007209,P1S2,3.80202E+14,38.03385,-121.6021389,7/14/2022,10:50,3.5
BGC007238,MRH,11312685,38.00305556,-121.5108333,7/19/2022,12:25,3.5
BGC007239,MDM,11312676,37.9427017,-121.5341175,7/19/2022,12:50,3.5
BGC007240,MRB,11312674,37.89159208,-121.4899492,7/19/2022,13:30,3.5
BGC007249,PPT,11313460,38.05944444,-121.5572222,7/20/2022,10:41,3.5
BGC007250,SJW,3.80131E+14,38.03908889,-121.4927778,7/20/2022,11:15,3.5
BGC007443,FT04,3.8025E+14,38.0472222,-121.6172222,7/27/2022,11:00,3.5
BGC007448,FT12,3.80247E+14,38.04638889,-121.5930556,7/27/2022,12:14,3.5
BGC007449,FT21,3.80215E+14,38.0375,-121.5891667,7/27/2022,12:33,3.5
BGC007450,FT11,3.8025E+14,38.0472222,-121.5869444,7/27/2022,12:23,3.5
BGC007451,FT22,3.80214E+14,38.0372222,-121.5941667,7/27/2022,12:41,3.5
BGC007452,FT24,3.80152E+14,38.0311111,-121.6052778,7/27/2022,12:49,3.5
BGC007483,ORF,3.803E+14,38.05,-121.58,7/27/2022,13:21,3.5
BGC007210,P1S3,3.80157E+14,38.0324111,-121.60135,7/14/2022,11:40,4
BGC007419,SJMS,3.75711E+14,37.953180,-121.30553,7/20/2022,12:15,4
BGC007420,SJP2,3.75709E+14,37.9524,-121.3175,7/20/2022,12:28,4
BGC007445,FT15,3.80216E+14,38.03777778,-121.6175,7/27/2022,11:28,4
BGC007453,FT25,3.80144E+14,38.02888889,-121.6102778,7/27/2022,13:00,4
